,Código da IES,Nome da IES,Categoria Administrativa,Código da Área,Área de Avaliação,Código do Município,Município do Curso,Nº de Concluintes Inscritos,Nº de Concluintes Participantes,Conceito Enade (Contínuo),CPC (Contínuo),CPC (Faixa),Ano
5666,1561,FACULDADE ESAMC SOROCABA,Privada com fins lucrativos,13,CIÊNCIAS ECONÔMICAS,3552205,SOROCABA,31.0,31.0,2.054388746,2.16956939,3,2018
5667,3,UNIVERSIDADE FEDERAL DE SERGIPE,Pública Federal,81,RELAÇÕES INTERNACIONAIS,2806701,SAO CRISTOVAO,38.0,34.0,4.830545426,3.640012352,4,2018
5668,2484,FACULDADE PROCESSUS,Privada sem fins lucrativos,87,TECNOLOGIA EM GESTÃO FINANCEIRA,5300108,BRASILIA,12.0,11.0,3.633233126,3.486053745,4,2018
5669,1257,"FACULDADE DE ADMINISTRAÇÃO, CIÊNCIAS, EDUCAÇÃO E LETRAS",Privada sem fins lucrativos,94,TECNOLOGIA EM LOGÍSTICA,4106902,CURITIBA,12.0,9.0,2.302540405,2.363518345,3,2018
5670,316,UNIVERSIDADE NOVE DE JULHO,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,3550308,SAO PAULO,557.0,512.0,2.178441988,3.156734085,4,2018
5671,336,FACULDADE MACHADO SOBRINHO,Privada sem fins lucrativos,18,PSICOLOGIA,3136702,JUIZ DE FORA,12.0,11.0,2.528131933,2.08381536,3,2018
5672,1456,FACULDADE ANHANGUERA DE SERTÃOZINHO,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3551702,SERTAOZINHO,25.0,11.0,2.918726155,3.193804058,4,2018
5673,1642,FACULDADE DE TECNOLOGIA E CIÊNCIAS DE ITABUNA,Privada com fins lucrativos,1,ADMINISTRAÇÃO,2914802,ITABUNA,37.0,37.0,2.410125632,3.000203879,4,2018
5674,1645,FACULDADE DE TECNOLOGIA E CIÊNCIAS DE JEQUIÉ,Privada com fins lucrativos,1,ADMINISTRAÇÃO,2918001,JEQUIE,21.0,19.0,2.4522615,3.120522938,4,2018
5675,417,UNIVERSIDADE CIDADE DE SÃO PAULO,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3550308,SAO PAULO,46.0,39.0,2.188728658,2.973189595,4,2018
5676,585,UNIVERSIDADE FEDERAL DE SANTA CATARINA,Pública Federal,26,DESIGN,4205407,FLORIANOPOLIS,154.0,140.0,3.625234556,3.257273094,4,2018
5679,585,UNIVERSIDADE FEDERAL DE SANTA CATARINA,Pública Federal,81,RELAÇÕES INTERNACIONAIS,4205407,FLORIANOPOLIS,97.0,83.0,3.721317913,3.246582521,4,2018
5680,573,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,Pública Federal,1,ADMINISTRAÇÃO,3205309,VITORIA,151.0,120.0,3.608272315,3.001234906,4,2018
5681,573,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,Pública Federal,22,CIÊNCIAS CONTÁBEIS,3205309,VITORIA,89.0,82.0,3.169165636,2.869495255,3,2018
5682,573,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,Pública Federal,804,PUBLICIDADE E PROPAGANDA,3205309,VITORIA,40.0,31.0,3.955273016,2.955310406,4,2018
5683,573,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,Pública Federal,803,JORNALISMO,3205309,VITORIA,38.0,30.0,3.395210391,2.918589769,3,2018
5684,1838,FACULDADES INTEGRADAS RIO BRANCO,Privada sem fins lucrativos,26,DESIGN,3550308,SAO PAULO,27.0,25.0,1.737300547,1.996407593,3,2018
5685,2408,FACULDADE ESAMC SANTOS,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3548500,SANTOS,15.0,10.0,2.478999221,1.884790965,2,2018
5686,1030,Centro Universitário IBMEC,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3304557,RIO DE JANEIRO,58.0,49.0,3.948442996,3.224944988,4,2018
5687,316,UNIVERSIDADE NOVE DE JULHO,Privada sem fins lucrativos,38,SERVIÇO SOCIAL,3550308,SAO PAULO,40.0,36.0,2.316199223,2.559613561,3,2018
5688,316,UNIVERSIDADE NOVE DE JULHO,Privada sem fins lucrativos,38,SERVIÇO SOCIAL,3550308,SAO PAULO,170.0,138.0,2.350527219,2.88872172,3,2018
5689,570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,Pública Federal,804,PUBLICIDADE E PROPAGANDA,2408102,NATAL,74.0,60.0,4.130483287,3.192809201,4,2018
5690,5,UNIVERSIDADE FEDERAL DO PIAUÍ,Pública Federal,1,ADMINISTRAÇÃO,2203909,FLORIANO,84.0,60.0,2.320986692,2.35776841,3,2018
5691,4396,CENTRO UNIVERSITÁRIO DE MINEIROS,Pública Municipal,2,DIREITO,5213103,MINEIROS,120.0,90.0,1.006752342,2.459850745,3,2018
5692,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,Pública Federal,803,JORNALISMO,5101803,BARRA DO GARCAS,25.0,23.0,2.598001732,3.060750732,4,2018
5693,1386,FACULDADE ESAMC CAMPINAS,Privada com fins lucrativos,803,JORNALISMO,3509502,CAMPINAS,4.0,2.0,3.051779395,2.010093365,3,2018
5694,1131,CENTRO UNIVERSITÁRIO SANTO AGOSTINHO,Privada com fins lucrativos,38,SERVIÇO SOCIAL,2211001,TERESINA,71.0,67.0,2.104709213,3.06651374,4,2018
5695,570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,Pública Federal,26,DESIGN,2408102,NATAL,63.0,54.0,3.807668909,3.234296875,4,2018
5696,4,UNIVERSIDADE FEDERAL DO AMAZONAS,Pública Federal,26,DESIGN,1302603,MANAUS,56.0,41.0,3.424774722,2.952537768,4,2018
5697,586,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,Pública Federal,81,RELAÇÕES INTERNACIONAIS,3304557,RIO DE JANEIRO,109.0,98.0,3.758707404,3.293306756,4,2018
5698,586,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,Pública Federal,26,DESIGN,3304557,RIO DE JANEIRO,111.0,105.0,4.029765022,3.216321798,4,2018
5699,4059,FACULDADE DE CIÊNCIAS GERENCIAIS,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3549409,SAO JOAQUIM DA BARRA,7.0,7.0,1.207957224,1.493534345,2,2018
5700,2343,FACULDADE DA AMAZÔNIA OCIDENTAL,Privada com fins lucrativos,1,ADMINISTRAÇÃO,1200401,RIO BRANCO,56.0,4.0,3.575370207,4.044387947,5,2018
5701,4059,FACULDADE DE CIÊNCIAS GERENCIAIS,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3549409,SAO JOAQUIM DA BARRA,7.0,7.0,0.782910744,1.657451606,2,2018
5702,570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,Pública Federal,100,ADMINISTRAÇÃO PÚBLICA,2408102,NATAL,89.0,79.0,2.89310414,3.154951959,4,2018
5703,4588,FACULDADE APOGEU,Privada com fins lucrativos,1,ADMINISTRAÇÃO,5300108,BRASILIA,22.0,19.0,0.974698819,2.179333852,3,2018
5704,4922,FACULDADE INTEGRADA DAS CATARATAS,Privada com fins lucrativos,1,ADMINISTRAÇÃO,4108304,FOZ DO IGUACU,9.0,9.0,3.147611637,3.823237725,4,2018
5705,4029,FACULDADE DE SANTA BÁRBARA D'OESTE,Privada com fins lucrativos,105,TECNOLOGIA EM GESTÃO DA QUALIDADE,3545803,SANTA BARBARA D´OESTE,10.0,9.0,2.171623867,1.985416227,3,2018
5707,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,Pública Federal,18,PSICOLOGIA,5103403,CUIABA,30.0,29.0,3.828365149,3.198803815,4,2018
5708,316,UNIVERSIDADE NOVE DE JULHO,Privada sem fins lucrativos,105,TECNOLOGIA EM GESTÃO DA QUALIDADE,3550308,SAO PAULO,33.0,33.0,2.774402467,3.136869976,4,2018
5709,316,UNIVERSIDADE NOVE DE JULHO,Privada sem fins lucrativos,105,TECNOLOGIA EM GESTÃO DA QUALIDADE,3550308,SAO PAULO,16.0,16.0,2.985013046,3.356457789,4,2018
5710,4765,FACULDADE DE TECNOLOGIA ALFA DE UMUARAMA,Privada com fins lucrativos,84,TECNOLOGIA EM MARKETING,4128104,UMUARAMA,22.0,22.0,2.845644648,3.535264271,4,2018
5711,2408,FACULDADE ESAMC SANTOS,Privada com fins lucrativos,803,JORNALISMO,3548500,SANTOS,5.0,4.0,3.114167538,2.481355832,3,2018
5712,449,UNIVERSIDADE LUTERANA DO BRASIL,Privada com fins lucrativos,38,SERVIÇO SOCIAL,2211001,CANOAS,292.0,238.0,1.282277397,2.490560412,3,2018
5713,578,UNIVERSIDADE FEDERAL DA BAHIA,Pública Federal,22,CIÊNCIAS CONTÁBEIS,2927408,SALVADOR,31.0,21.0,4.735638908,3.74477545,4,2018
5714,578,UNIVERSIDADE FEDERAL DA BAHIA,Pública Federal,2,DIREITO,2927408,SALVADOR,196.0,92.0,3.780236127,2.82880693,3,2018
5715,163,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,18,PSICOLOGIA,3302403,MACAE,100.0,98.0,1.891464622,2.699843247,3,2018
5716,71,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,Pública Estadual,29,TURISMO,2408003,MOSSORO,34.0,30.0,0.985239043,2.296024618,3,2018
5717,2571,CENTRO UNIVERSITÁRIO REDENTOR,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,3302205,ITAPERUNA,13.0,13.0,3.487631741,3.774111988,4,2018
5718,4969,FACULDADE ITOP,Privada com fins lucrativos,1,ADMINISTRAÇÃO,1721000,PALMAS,13.0,13.0,1.364559556,2.108584836,3,2018
5719,4969,FACULDADE ITOP,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,1721000,PALMAS,16.0,15.0,1.219554357,2.592549253,3,2018
5720,5133,FACULDADE SENAC SÃO MIGUEL DO OESTE,Privada sem fins lucrativos,93,TECNOLOGIA EM GESTÃO COMERCIAL,4217204,SAO MIGUEL D´OESTE,31.0,31.0,1.920127534,1.543106792,2,2018
5721,4902,FACULDADE BATISTA PIONEIRA,Privada sem fins lucrativos,101,TEOLOGIA,4310207,IJUI,11.0,11.0,3.564063113,3.87625717,4,2018
5722,4863,FACULDADE PITÁGORAS DE POÇOS DE CALDAS,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3151800,POCOS DE CALDAS,89.0,78.0,2.490622362,2.140937809,3,2018
5723,4367,FACULDADE TERRA NORDESTE,Privada com fins lucrativos,38,SERVIÇO SOCIAL,2303709,CAUCAIA,84.0,72.0,2.01394825,2.556016841,3,2018
5724,277,CENTRO UNIVERSITÁRIO AUGUSTO MOTTA,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,3304557,RIO DE JANEIRO,180.0,167.0,2.0547508,2.574396528,3,2018
5725,5451,FACULDADE ANHANGÜERA DE BAURU,Privada com fins lucrativos,18,PSICOLOGIA,3506003,BAURU,71.0,64.0,1.3943737,2.482695684,3,2018
5726,2410,FACULDADE CEARENSE,Privada sem fins lucrativos,38,SERVIÇO SOCIAL,2304400,FORTALEZA,117.0,103.0,2.585144625,2.437597513,3,2018
5727,4532,FACULDADE DE TECNOLOGIA SENAI CAMPO GRANDE,Privada sem fins lucrativos,85,TECNOLOGIA EM PROCESSOS GERENCIAIS,5002704,CAMPO GRANDE,30.0,21.0,2.465740047,2.223605142,3,2018
5728,43,FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA,Pública Estadual,100,ADMINISTRAÇÃO PÚBLICA,4205407,FLORIANOPOLIS,98.0,94.0,3.087713091,3.129463844,4,2018
5729,275,UNIVERSIDADE DO VALE DO PARAÍBA,Privada sem fins lucrativos,88,TECNOLOGIA EM GASTRONOMIA,3549904,SAO JOSE DOS CAMPOS,29.0,27.0,3.221347303,3.010920578,4,2018
5730,483,CENTRO UNIVERSITÁRIO METROPOLITANO DE SÃO PAULO,Privada sem fins lucrativos,86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,3518800,GUARULHOS,9.0,9.0,3.034588358,1.956833915,3,2018
5731,277,CENTRO UNIVERSITÁRIO AUGUSTO MOTTA,Privada sem fins lucrativos,84,TECNOLOGIA EM MARKETING,3304557,RIO DE JANEIRO,17.0,15.0,1.570092285,2.172172514,3,2018
5732,1841,CENTRO UNIVERSITÁRIO ANTÔNIO EUFRÁSIO DE TOLEDO DE PRESIDENTE PRUDENTE - TOLEDO PRUDENTE,Privada sem fins lucrativos,87,TECNOLOGIA EM GESTÃO FINANCEIRA,3541406,PRESIDENTE PRUDENTE,22.0,22.0,2.577965465,2.918544387,3,2018
5733,1838,FACULDADES INTEGRADAS RIO BRANCO,Privada sem fins lucrativos,102,TECNOLOGIA EM COMÉRCIO EXTERIOR,3550308,SAO PAULO,13.0,12.0,2.757402566,2.763198919,3,2018
5734,2027,FACULDADE DE CAMPINA GRANDE,Privada com fins lucrativos,93,TECNOLOGIA EM GESTÃO COMERCIAL,2504009,CAMPINA GRANDE,4.0,2.0,2.129150846,1.629698047,2,2018
5735,2961,FACULDADE DO PANTANAL MATOGROSSENSE,Privada com fins lucrativos,18,PSICOLOGIA,5102504,CACERES,85.0,81.0,1.002555669,2.983092963,4,2018
5736,1988,FACULDADE AVANTIS,Privada com fins lucrativos,18,PSICOLOGIA,4202008,BALNEARIO CAMBORIU,48.0,46.0,2.209302267,2.941800428,3,2018
5737,4652,FACULDADE ANHANGÜERA DE SÃO JOSÉ,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3549904,SAO JOSE DOS CAMPOS,15.0,13.0,3.162774664,3.151644682,4,2018
5738,4613,FACULDADE DE EDUCAÇÃO E MEIO AMBIENTE,Privada com fins lucrativos,18,PSICOLOGIA,1100023,ARIQUEMES,24.0,23.0,2.814257178,3.342808772,4,2018
5739,4616,FACULDADE ANHANGUERA DE CAXIAS DO SUL,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,4305108,CAXIAS DO SUL,3.0,2.0,0.023448158,1.172794647,2,2018
5740,4616,FACULDADE ANHANGUERA DE CAXIAS DO SUL,Privada com fins lucrativos,38,SERVIÇO SOCIAL,4305108,CAXIAS DO SUL,4.0,2.0,4.504175534,3.13023807,4,2018
5741,4211,Faculdade ESAMC São Paulo - ESAMC,Privada com fins lucrativos,81,RELAÇÕES INTERNACIONAIS,3550308,SAO PAULO,7.0,7.0,1.422756044,1.419786141,2,2018
5742,4945,FACULDADE INTERNACIONAL DO DELTA,Privada sem fins lucrativos,38,SERVIÇO SOCIAL,2207702,PARNAIBA,61.0,53.0,0.912270148,2.051100146,3,2018
5743,1478,FACULDADE ANHANGUERA DE SÃO BERNARDO,Privada com fins lucrativos,18,PSICOLOGIA,3548708,SAO BERNARDO DO CAMPO,98.0,87.0,1.292643204,2.17630897,3,2018
5744,138,CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ,Privada sem fins lucrativos,18,PSICOLOGIA,3543402,RIBEIRAO PRETO,68.0,68.0,2.429006112,2.772534547,3,2018
5745,707,CENTRO UNIVERSITÁRIO CENTRAL PAULISTA,Privada com fins lucrativos,18,PSICOLOGIA,3548906,SAO CARLOS,40.0,38.0,1.506190304,2.294991994,3,2018
5746,1883,FACULDADE DE CIÊNCIAS AGRÁRIAS E DA SAÚDE,Privada com fins lucrativos,18,PSICOLOGIA,2919207,LAURO DE FREITAS,62.0,49.0,2.501012242,2.643685407,3,2018
5747,1640,CENTRO UNIVERSITÁRIO UNICENTRO AGES,Privada com fins lucrativos,18,PSICOLOGIA,2923803,PARIPIRANGA,97.0,91.0,2.389285606,3.347310484,4,2018
5748,526,CENTRO UNIVERSITÁRIO BRAZ CUBAS,Privada com fins lucrativos,86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,3550308,MOGI DAS CRUZES,55.0,46.0,1.543228718,2.684786873,3,2018
5749,526,CENTRO UNIVERSITÁRIO BRAZ CUBAS,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3552502,MOGI DAS CRUZES,103.0,84.0,2.178080339,2.985213096,4,2018
5750,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,Privada sem fins lucrativos,18,PSICOLOGIA,3549805,SAO JOSE DO RIO PRETO,56.0,46.0,1.56883768,2.667852966,3,2018
5751,1434,Centro Universitário de Itapira,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3522604,ITAPIRA,35.0,34.0,2.715655836,2.514181287,3,2018
5752,4950,FACULDADE AUM,Privada com fins lucrativos,18,PSICOLOGIA,5103403,CUIABA,75.0,66.0,0.565310812,1.259101913,2,2018
5753,4699,FACULDADE NOROESTE,Privada com fins lucrativos,1,ADMINISTRAÇÃO,5208707,GOIANIA,4.0,4.0,1.995081832,3.59911315,4,2018
5754,4674,FACULDADE PORTO DAS ÁGUAS,Privada com fins lucrativos,1,ADMINISTRAÇÃO,4213500,PORTO BELO,10.0,10.0,2.028904708,2.438813838,3,2018
5756,4681,FACULDADE CENTRO PAULISTANO,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3550308,SAO PAULO,16.0,16.0,1.597761257,2.477829388,3,2018
5757,1939,INSTITUTO DE ENSINO SUPERIOR DE LONDRINA - INESUL,Privada com fins lucrativos,18,PSICOLOGIA,4113700,LONDRINA,9.0,6.0,2.111468958,1.396192626,2,2018
5758,1508,Centro Universitário Metropolitano de Maringá,Privada com fins lucrativos,38,SERVIÇO SOCIAL,4115200,MARINGA,27.0,27.0,2.710548847,2.661485374,3,2018
5759,2205,FACULDADE DE TUPI PAULISTA,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,3555109,TUPI PAULISTA,12.0,11.0,2.135055364,2.958815153,4,2018
5760,4126,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS E DE TECNOLOGIAS DE AGUA BOA,Privada com fins lucrativos,1,ADMINISTRAÇÃO,5100201,AGUA BOA,18.0,17.0,2.779765165,2.848969916,3,2018
5761,2427,FACULDADE DE CIÊNCIAS GERENCIAIS DA BAHIA,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,2927408,SALVADOR,19.0,15.0,2.672944273,2.341908944,3,2018
5762,1984,FACULDADE DE CIÊNCIAS GERENCIAIS DE MANHUAÇU,Privada com fins lucrativos,38,SERVIÇO SOCIAL,3139409,MANHUACU,13.0,13.0,3.168344249,2.951340031,4,2018
5763,426,UNIVERSIDADE FRANCISCANA,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,4316907,SANTA MARIA,63.0,59.0,3.263725518,2.91310541,3,2018
5764,4700,FACULDADE NOVA ROMA,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,2611606,RECIFE,84.0,79.0,2.507791337,2.340015717,3,2018
5765,1561,FACULDADE ESAMC SOROCABA,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3552205,SOROCABA,45.0,42.0,3.160309851,2.737747564,3,2018
5766,1561,FACULDADE ESAMC SOROCABA,Privada com fins lucrativos,803,JORNALISMO,3552205,SOROCABA,5.0,4.0,1.764667017,1.890592955,2,2018
5767,1599,CENTRO UNIVERSITÁRIO PRESIDENTE TANCREDO DE ALMEIDA NEVES,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3162500,SAO JOAO DEL REI,57.0,52.0,2.954996849,3.098420645,4,2018
5768,1599,CENTRO UNIVERSITÁRIO PRESIDENTE TANCREDO DE ALMEIDA NEVES,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3162500,SAO JOAO DEL REI,42.0,35.0,2.790202737,3.265944189,4,2018
5769,4964,Centro Universitário de Ciências e Tecnologia do Maranhão,Privada com fins lucrativos,1,ADMINISTRAÇÃO,2103000,CAXIAS,40.0,32.0,1.597050865,2.540090721,3,2018
5770,2537,FACULDADE SÃO GERALDO,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3201308,CARIACICA,30.0,23.0,3.336872505,3.569902612,4,2018
5771,3393,FACULDADE DE ENSINO SUPERIOR DOM BOSCO,Privada com fins lucrativos,1,ADMINISTRAÇÃO,4106407,CORNELIO PROCOPIO,13.0,9.0,2.263052372,2.566473562,3,2018
5772,438,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ITUVERAVA,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,3524105,ITUVERAVA,61.0,27.0,3.09335068,2.926917656,3,2018
5773,2282,FACULDADE DE CAFELÂNDIA,Privada com fins lucrativos,1,ADMINISTRAÇÃO,4103453,CAFELANDIA,25.0,25.0,2.371014381,2.640851134,3,2018
5774,1346,FACULDADE BATISTA DE MINAS GERAIS,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,3106200,BELO HORIZONTE,25.0,24.0,3.179159156,2.415042087,3,2018
5775,802,CENTRO UNIVERSITÁRIO UNICARIOCA,Privada sem fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3304557,RIO DE JANEIRO,55.0,47.0,2.46182826,3.420220698,4,2018
5776,802,CENTRO UNIVERSITÁRIO UNICARIOCA,Privada sem fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3304557,RIO DE JANEIRO,31.0,25.0,2.064501627,3.196507891,4,2018
5777,802,CENTRO UNIVERSITÁRIO UNICARIOCA,Privada sem fins lucrativos,84,TECNOLOGIA EM MARKETING,3304557,RIO DE JANEIRO,28.0,18.0,3.755238964,4.079338666,5,2018
5778,789,UNIVERSIDADE FEDERAL DE RORAIMA,Pública Federal,1,ADMINISTRAÇÃO,1400100,BOA VISTA,37.0,31.0,3.459862744,3.220654371,4,2018
5779,578,UNIVERSIDADE FEDERAL DA BAHIA,Pública Federal,38,SERVIÇO SOCIAL,2927408,SALVADOR,90.0,82.0,4.199324662,3.309477355,4,2018
5780,76,UNIVERSIDADE REGIONAL DE BLUMENAU,Pública Municipal,84,TECNOLOGIA EM MARKETING,4202404,BLUMENAU,26.0,24.0,3.01986515,3.220414491,4,2018
5782,481,Universidade Universus Veritas Guarulhos,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3523107,ITAQUAQUECETUBA,61.0,57.0,2.636569773,3.167478188,4,2018
5783,5048,FACULDADE DE TEOLOGIA DE SÃO PAULO DA IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL,Privada sem fins lucrativos,101,TEOLOGIA,3550308,SAO PAULO,16.0,15.0,3.952789298,4.145811552,5,2018
5784,4586,FACULDADE DO NORTE GOIANO,Privada com fins lucrativos,1,ADMINISTRAÇÃO,5218003,PORANGATU,29.0,29.0,1.779566083,3.409240412,4,2018
5785,587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,Pública Federal,1,ADMINISTRAÇÃO,2611606,RECIFE,97.0,90.0,4.373850677,3.635497492,4,2018
5786,587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,Pública Federal,1,ADMINISTRAÇÃO,2613909,SERRA TALHADA,78.0,66.0,3.41496724,2.719693943,3,2018
5787,1383,FACULDADE JOSÉ LACERDA FILHO DE CIÊNCIAS APLICADAS,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,2607208,IPOJUCA,28.0,23.0,1.790808,1.75899781,2,2018
5788,645,Centro Universitário - Católica de Santa Catarina em Jaraguá do Sul,Privada sem fins lucrativos,26,DESIGN,0,JARAGUA DO SUL,17.0,17.0,2.65015861,3.087517129,4,2018
5789,1878,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,3548708,SAO BERNARDO DO CAMPO,98.0,80.0,3.927337422,3.442518773,4,2018
5790,1878,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,3550308,SAO PAULO,86.0,63.0,4.115342887,3.462763249,4,2018
5791,4846,FACULDADE VÉRTICE,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3140902,MATIPO,35.0,23.0,1.390539211,1.995426589,3,2018
5792,2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,Pública Federal,1,ADMINISTRAÇÃO,2516201,SOUSA,33.0,30.0,2.832334281,2.586299114,3,2018
5793,4765,FACULDADE DE TECNOLOGIA ALFA DE UMUARAMA,Privada com fins lucrativos,85,TECNOLOGIA EM PROCESSOS GERENCIAIS,4128104,UMUARAMA,34.0,34.0,2.813255071,3.336789916,4,2018
5794,5131,FACULDADE SENAC CAÇADOR,Privada sem fins lucrativos,85,TECNOLOGIA EM PROCESSOS GERENCIAIS,4203006,CACADOR,39.0,39.0,2.052018259,1.829017426,2,2018
5795,2478,FACULDADE DE INTEGRAÇÃO DO ENSINO SUPERIOR DO CONE SUL,Privada com fins lucrativos,93,TECNOLOGIA EM GESTÃO COMERCIAL,4308607,GARIBALDI,12.0,11.0,3.60874095,2.484160845,3,2018
5796,2478,FACULDADE DE INTEGRAÇÃO DO ENSINO SUPERIOR DO CONE SUL,Privada com fins lucrativos,86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,4308607,GARIBALDI,16.0,15.0,1.8851464,2.274418686,3,2018
5797,1978,FACULDADE METROPOLITANA DA GRANDE FORTALEZA,Privada com fins lucrativos,93,TECNOLOGIA EM GESTÃO COMERCIAL,2304400,FORTALEZA,24.0,23.0,2.12107337,3.231780802,4,2018
5798,2270,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE EXTREMA,Privada sem fins lucrativos,94,TECNOLOGIA EM LOGÍSTICA,3125101,EXTREMA,68.0,51.0,3.052404042,2.571943709,3,2018
5799,2270,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE EXTREMA,Privada sem fins lucrativos,86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,3125101,EXTREMA,21.0,20.0,3.551799882,3.394276379,4,2018
5800,3823,INSTITUTO DE EDUCAÇÃO SUPERIOR DE POUSO ALEGRE,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3152501,POUSO ALEGRE,42.0,42.0,2.884735806,2.804371628,3,2018
5802,2703,FACULDADE SENAC MINAS,Privada sem fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3118601,CONTAGEM,50.0,50.0,3.034873067,2.836100351,3,2018
5803,434,FACULDADE SANTA MARCELINA,Privada sem fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3550308,SAO PAULO,35.0,31.0,2.626781085,2.183793425,3,2018
5804,1386,FACULDADE ESAMC CAMPINAS,Privada com fins lucrativos,13,CIÊNCIAS ECONÔMICAS,3509502,CAMPINAS,20.0,18.0,1.519280515,2.36524337,3,2018
5805,1386,FACULDADE ESAMC CAMPINAS,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3509502,CAMPINAS,15.0,14.0,2.229501674,2.230212964,3,2018
5806,1077,Centro Universitário Estácio do Recife,Privada com fins lucrativos,38,SERVIÇO SOCIAL,2611606,RECIFE,56.0,49.0,2.856780502,3.114341447,4,2018
5807,135,CENTRO UNIVERSITÁRIO CLARETIANO,Privada sem fins lucrativos,86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,3505906,BATATAIS,32.0,29.0,1.91540569,2.781200272,3,2018
5808,11289,ESCOLA SUPERIOR NACIONAL DE SEGUROS DE SÃO PAULO,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,3550308,SAO PAULO,52.0,35.0,3.58569826,3.592195933,4,2018
5809,138,CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ,Privada sem fins lucrativos,88,TECNOLOGIA EM GASTRONOMIA,3543402,RIBEIRAO PRETO,33.0,30.0,2.867452763,2.434001166,3,2018
